,Stock,User,Comment,Comment Time
0,AEFES,Kartal Şahin,arkadaslar! aefes tarihinin en yuksek kari gelecek olan 2023/12 aylik bilancosu 21 mart civarinda gonderilecekmis........,3 saat önce
1,AEFES,faruk kırımlı,bira disinda yeni urunler cikarabilir firmamiz o tabana sahip.zamani da coktan geldi artik ... ytd,6 saat önce
2,AEFES,Bünyamin Polat,bu kagidin ilk hedefi neresidir bilen var mi ?,7 saat önce
3,AEFES,Veysel Kara,hareketleri sinir bozucu ama bekleyen kazanacaktir.,8 saat önce
4,AGHOL,Orhan DEMİR,i̇yi gunler yarin satsak cumaya hesaptan cekebiliyor muyduk acaba?,7 saat önce
5,AGHOL,HASAN BİLEN GÖZCÜ,herkese iyi geceler..,7 saat önce
6,AHGAZ,Ata Erturk,surundurur 🤣,1 saat önce
7,AHGAZ,Rain Man,abiler bu vatandasa haci demeyin lutfen. haci ahlaki olmayan birine bu yakistirmayi lutfen yapmayin. pisst diyebilirsiniz lan diyebilirsiniz ama haci demek yok.,1 saat önce
8,AHGAZ,Ata Erturk,abov haci gene hepimizr kuru kuru sokmus 🤣,1 saat önce
9,AHGAZ,Tolunay yükselen,250 milyon alim sozu verdin boyle bir gunde almazsan ne zaman alican mk oglu,2 saat önce
10,AHGAZ,Fatih ÖZAYLI,"ahgaz 7 ,ay oldu oran dusuk ,oynaklik yatay baski hali̇nde. i̇nerken yatay i̇lklerdesi̇n. endeks cikarlen kirmizi yanan tek o. holdi̇ng si̇rketsi̇n . yatirimcida ayarmi kafa sabir mi?kalir . butun si̇gortalar yandi ... yok ... yapicak yorumda kalmadi",2 saat önce
11,AHGAZ,Tolunay yükselen,alim yapsana kansizzzzz haciiiiii kagidini sahiplensene haysiyetsiz namussuzlar,2 saat önce
12,AHGAZ,Hayrettin Akartuna,kaninizi skgm orrr ccklri,3 saat önce
13,AHGAZ,akino akino,lan bir tepki ver artik sabahtan beri olu gibi ne hacim var ne hareket rezi̇l,4 saat önce
14,AHGAZ,Ata Erturk,benim satmami bekliyorlar daha da asagi surecek bu hafta 🤣,4 saat önce
15,AHGAZ,Murat Alkaya,ben hacinin corumlu degilde i̇srailli siyonist oldugu kanisindayim,5 saat önce
16,AHGAZ,Murat Alkaya,adi haci yatirimcin senden bikti hisseni adam gibi cikart millet maliyetini cikarsin.. sende tek basina hissende takil.. sen ve ekibin yatirimcinin kiymetini bilmedi...bir allahini kulu kucuk yatirimci hissene girmiyor...nedeni senin acgozlulugun,5 saat önce
17,AHGAZ,Ata Erturk,akbank alsaydim suan 750bin kazandirmisti 6 ayda 🤣,6 saat önce
18,AHGAZ,Murat Alkaya,birde yorumlariniza dislike atan hacinin dot yalayicilari var,6 saat önce
19,AHGAZ,Murat Alkaya,8 lere dus onun bunun cocugu,7 saat önce
20,AHGAZ,MURAT AYDOĞDU,hayat paylasinca guzel ama seninle degil ahgaz seni terk ediyorum sen halk dusmanisin anlamak 9 ayima mal oldu,8 saat önce
21,AHGAZ,Şevki Demirel,netenyahudan ne farkin kaldi ahgaz,8 saat önce
22,AHGAZ,Ata Erturk,fiyata bak komedi awq🤣,8 saat önce
23,AHGAZ,Erdal Urak,bu alcak badem biyiklilarla bas etmeyiz seytan bunlar ulkeye faydalari yok bizemi olacak yillardir hissedeyiz bos sattim kabus bitti neyim var neyim yok agrott aldim tek sirket borsada tek hisse ve teknoloji hayirlisi olsun benim icin insallah en kisa zamanda sizde kurtulursunuz....kendinize iyi bakin...,9 saat önce
24,AHGAZ,Tolunay yükselen,bist yesilken kirmizi kapatir kirmiziyken aninda kirmizi acar oyle mup..te..zel hisse bu sanipleri tahtacisi gibi...,9 saat önce
25,AKBNK,Metedro Kuark,sert bir duzeltme geliyor.bankalar oncesinde yukari atiliyor.,1 saat önce
26,AKBNK,Anapara2023,bankalar ve koc holding olmasa endeks fena...,1 saat önce
27,AKBNK,Dndj Fjdj,savasciborsaci takip eden kazanir,2 saat önce
28,AKBNK,Sunrise Sunrise,endeks iyice saldi. ak buralarda tutunsa bari…,3 saat önce
29,AKBNK,BARIŞ KARACA,endeks salmaya basladi sikinti,3 saat önce
30,AKBNK,HeraAmonRa,sor bwla 3-5 puan cikiyo duserken gumbur gumbur,3 saat önce
31,AKBNK,Murat Ocak,bankalar tavan burda secim var mal cakiyorlar,4 saat önce
32,AKBNK,Mustafa Erdoğan,"finans piyasasinda kar elde etmeye calisirken o kadar cok sey kaybetmistim ki, bu beni depresyona soktu ve finansal sorunlarimdan bunaldim. ancak eric'le ticaret yapmak benim icin oyunun kurallarini degistirdi, cunku artik nispeten buyuk karlar elde ettim ve ayni zamanda ticaret portfoyumu genislettim, stratejilerinin cok etkili oldugu kanitlandi onu takip et eric tre¿d1 buyumek icin iyi bir butce elde etmek icin uygun bir gorusme baslatti i̇nstagram'daki mali durumunuz cok guvenilir.373837373738373837383837383738373837837383738738373383738373837387383738337837383738373837837837383738373883883838837383838838",5 saat önce
33,AKBNK,Teoman Duran,"kgyo hissesi, bugun kapanisa dogru tavan yapmasi beklenen ve hedef fiyati 75 tl olan bir hisse. bedelsiz sermaye artirimi icin onay aldigi da biliniyor. u",5 saat önce
34,AKBNK,Dndj Fjdj,43=80......,7 saat önce
35,AKBNK,Dndj Fjdj,43.86........,7 saat önce
36,AKBNK,Dndj Fjdj,43.88.........,7 saat önce
37,AKBNK,Dndj Fjdj,43.90........,7 saat önce
38,AKBNK,Dndj Fjdj,geri̇ ceki̇lecek gi̇bi̇..... savasciborsaci,7 saat önce
39,AKBNK,CAN AKDOĞAN,herkese iyi geceler..,7 saat önce
40,AKBNK,Ekrem Kerem,bakalim,7 saat önce
41,AKBNK,Mr Grimes,"dedigimiz oldu, 42.50 gorulup altina sarkarsa 40 civarina gelebilir. tabii ki yatirim tavsiyesi degildir.",7 saat önce
42,AKBNK,Ugur Oguzhan,temettu ne zaman,8 saat önce
43,AKBNK,Murat Ocak,gecen hafta fiyat 37 secim agzi oldu en az 34 kadar duserler sisirdiler cakacaklar,8 saat önce
44,AKBNK,Mr Grimes,meet me at 42.50. ytd.,8 saat önce
45,AKBNK,Murat Ocak,cakmaya basladilar,8 saat önce
46,AKBNK,Murat Ocak,sirdiler yine bankalari secim agzi cakacaklar,8 saat önce
47,AKBNK,Murat Ocak,gecen hafta yapdigini bankalar tavanin tavaninda dikat etmek lagzim,8 saat önce
48,AKBNK,Murat Ocak,i̇yi sisirdiler miletin eline verip 37 kadar cakar yine,8 saat önce
49,AKBNK,Greed Reset,cakacaklar kar zamani,8 saat önce
50,AKBNK,borsa tavan,44.50 kiracak gibi,8 saat önce
51,AKBNK,Muharrem Demir,arkadaslar sunu dusunun yatirim yaparken amaciniz ne uzun donem mi kissa donem mi ben uzun donem yatirimini tercih ederim,8 saat önce
52,AKBNK,serdar doğru,39 aldim 10k loot hepsini sattim bida 39 lari brklerim keklik cok,8 saat önce
53,AKBNK,Mr Grimes,44.50 civari tutunamazsa 42.50 hedef olur cok kisa vadede. ytd.,8 saat önce
54,AKBNK,BARIŞ KARACA,hadi olum bas artik gaza,8 saat önce
55,AKBNK,Musti ögke,dususe gecti satilmasini yoksa beklemelimi,8 saat önce
56,AKBNK,BARIŞ KARACA,"44,40 direnc asmasi lazim onumuz aciliyor",8 saat önce
57,AKBNK,borsa tavan,bofa ne durumda,8 saat önce
58,AKBNK,mert can,45 bugun yarin dun silkeleme yaptilar ytd,8 saat önce
59,AKBNK,ozan ozan,akbank haric tum bankalar cop gibi hareket ediyor,9 saat önce
60,AKBNK,Kadir Kanat,bofa ne yapiyor alis satis?,9 saat önce
61,AKBNK,BARIŞ KARACA,bi hareket goremedik suan,9 saat önce
62,AKBNK,İrfan Şentürk,te goren var mi,9 saat önce
63,AKBNK,Mustafa Işık,"1,72 pesin temettu odeme karari alinmis. odeme tarihi 26-28 mart.",11 saat önce
64,AKBNK,osman arslan,kap geldi bugun show zamani ytd,12 saat önce
65,AKBNK,Levent Esgin,viop nasil kapadi,18 saat önce
66,AKBNK,Ecmel Mehmet,"bu bitcoin ticareti yelken acti. durust olmak gerekirse, bitcoin ticaretine ne kadar dalmanin bircok kisinin hayatini kurtardigini ve degistirdigini ne kadar vurgulasam azdir. te|eqrãmdaki âysèfx'e her adimi attigi icin cok tesekkur ederim ve simdi cok kazaniyorum.",19 saat önce
67,AKBNK,yusabey otomotivaş,bence 50 olacak secime kadar,19 saat önce
68,AKBNK,yusabey otomotivaş,bankalar secime kadar enaz yuzde 15 gider evler icin sigorta mecburiyeti ve bankalara olan guven aciklanmasi olumlu ...kredi acan duzenlemede geldi bu ay akli olan bu trene biner ytd.,19 saat önce
69,AKBNK,Ekin Ariburun,akbank kaya gibi hisse en fazla zirvenin %30 altini gorur tekrar zirveyi gormesi 2 ayi bulmaz en kotu ihtimalde ki bugunde zirveyi gordu dilek sabanci sabah 8.30 isinin basinda bana gore borsanin en saglam hissesi digerlerinde allem guller isler oluyo 3 5 tanesi haric ytd,20 saat önce
70,AKBNK,borsa tavan,yarin ne olur,22 saat önce
71,AKBNK,wearing purple,"kap gelmis. temettu: 1,72575",22 saat önce
72,AKBNK,aziz Akman,yeni̇ kap atmislar bi̇lgi̇si̇ olan varmi,23 saat önce
73,AKCNS,swing trader,bi daha cimento hissesi alani ...,1 saat önce
74,AKCNS,Yasin Hayal,soygunsa yine sasirtmadan yoluna devam ediyor.,2 saat önce
75,AKCNS,Selcuk Canitez,alemde 2milyonluk gorsun gununu,2 saat önce
76,AKCNS,Selcuk Canitez,ekleye ekleye takatim kalmadi biraz daha dussun ozaman patlatcam benonu,2 saat önce
77,AKCNS,Ferdi Yener,yeni nesil sa lara cok para lazim galiba,2 saat önce
78,AKCNS,Emre Cura,her dususun birde yukselisi vardir hem ekliycez hemde bekliycez hadi bakalim akcansa,2 saat önce
79,AKCNS,Selcuk Canitez,ulan calisaniyim catir catir cimento satiyo hala doymadi,2 saat önce
80,AKCNS,Son Mohikan,"borsa cikarken duser, duserken duser, bilanco aciklar duser, temettu verir duser, acilista arti acar 10 dakka icinde yine duser ula arkadas surekli dusen hisse yapmislar oda yetmemis hepimize cakmislar hadi rastgele",3 saat önce
81,AKCNS,mustafa çil,ey ruh orda ise ses ver,4 saat önce
82,AKCNS,Bedelsizyüzde Binikiyüz,yabanci payida hergun azaliyor maalesef…,6 saat önce
83,AKCNS,swing trader,ucuz ama alan yok,7 saat önce
84,AKCNS,SİBEL ALTUNÖZ,herkese iyi geceler..,7 saat önce
85,AKCNS,Selcuk Canitez,2masim var her ay birini yatiriyor um sakiin yukselme,8 saat önce
86,AKCNS,MAHMUT KAMURAN,300 adet ile aranizdayim,9 saat önce
87,AKCNS,Ahmet Eroğlu,araliksiz iki haftadir falan dusuyor,9 saat önce
88,AKCNS,raphul RH,151 bandinda oyle bir tutuyolar ki simsiki birakirsalar kopucakims hissiyati yarattilar asagi yukari bilmem bana gore guzel duzeltme yapti ben buralardan toplamaya basladim bakalim ne olucak ucuz kaldigina inaniyorum,9 saat önce
89,AKCNS,MAHMUT KAMURAN,alinir mi,10 saat önce
90,AKCNS,Ferdi Yener,yeteri kadar toplamistir herhalde bu gun aragazlari gelirmi acaba,11 saat önce
91,AKCNS,müslim güneş,kaptirmayin dokmek istiyor,22 saat önce
92,AKFYE,FATMA EFSUN YABUL,herkese iyi geceler..,1 saat önce
93,AKFYE,Jolly Jumper,"bugun zor gecer baski var ama iyidir boyle donemlerden sonra onu acilir. sirket yatirimini yapmis, yapmaya devam ediyor. borcunu gevsek ekonomik politika doneminde almis simdi enerji uretim tesislerini calistirip para kazancak, borcunu odeyecek. enerji fiyatlarina enflasyon yansidikca daha iyi bilancolar aciklayacaktir.",2 saat önce
94,AKFYE,Murat Kadıoğlu,"hareket basladi sukur. 28,10",2 saat önce
95,AKFYE,Jolly Jumper,"hisse 1 senedir araliksiz kotuleniyor. farkli farkli isimlerle devam ediyor. hisse bunlara ragmen bu noktaya geldi. buradan guclu bir ruzgari arkasina alirsa algilar da tersine foner yatirimcinin ilgisini ceker. asil yukselis o zaman baslayacak. bugune kadar baski kurmaya calisanlari sikistirdi, batirdi.",2 saat önce
96,AKFYE,MustaFa AsLan,hisseyi arsada gotururler marsada cunku kagitta ky kalmadi hepsine patlicani sapladilar burda millete kabak patlican atan doluydu bakin vebal almayin yemeyin burda yazilanlari,2 saat önce
97,AKFYE,Murat Kadıoğlu,teknik analize bakin,2 saat önce
98,AKFYE,MustaFa AsLan,spek kagidini verecek keko araniyor…,2 saat önce
99,AKFYE,Okan Özben,buralardan eklenir mi sizce maliyet 27,2 saat önce
100,AKFYE,Murat Kadıoğlu,9700 lot ile aranizdayim. hayirlisi,2 saat önce
101,AKFYE,Oguz Tekin,hareket bereket oh mis,3 saat önce
102,AKFYE,Jolly Jumper,su grafige bakip ilk dususte panige kapiliyorsaniz. yatirimlarinizi kucuk tutarlarda yapin borsa i̇stanbul'da zira henuz gelistirmeniz gereken yerler ogrenmeniz gereken seyler var.,3 saat önce
103,AKFYE,Pelenx,"cuma gunu dususte ortaya cikanlari tari̇f edi̇yorum: haset, baskasinda olan bir nimeti cekememe, kendisine faydasi olmadigi halde kiskanclik sebebiyle karsisindakinin sahip oldugu nimetten mahrum kalmasini isteme; cekememe, bir tur kiskancliktir.",3 saat önce
104,AKFYE,Uğur Peksezer,🌺🌺🌺,4 saat önce
105,AKFYE,Jolly Jumper,"te 28,40",4 saat önce
106,AKFYE,Pelenx,ak yatirim 3.500.000 lotu takaslarda kapanisa yakin deutsche bank a virmanladi. ytd.,20 saat önce
107,AKFYE,Aydın Apaydın,"hacim milyar a dayandi.alim tarafina 2 kademe 1,5 milyon koydular.tahtaci hacim icin cabaliyor.umuyorum cok guzel sonuclari olsun.ytd",21 saat önce
108,AKFYE,Fatih Kandemir,nerde cuma gunku algicilar sahneye alalim sizleri,21 saat önce
109,AKFYE,Arif Arif,babanin kostugu yerde evlat niye terlemiyo hayret,22 saat önce
110,AKFYE,YaSemin Klnçrln,ciadan once alis yaptim gerveklesmedi,22 saat önce
111,AKFYE,Salih Aydoğan,🚀🚀🚀🚀🚀🚀,23 saat önce
112,AKFYE,Malik Can,🛀,23 saat önce
113,AKFYE,Pelenx,"cuma gunu burada taziye cadiri kuranlar, icra memurluguna soyunanalar iyi izlesin.",23 saat önce
114,AKFYE,Pelenx,"27,32 goruldu.",23 saat önce
115,AKFYE,Oguz Tekin,hareket bereket oh mis,9 saat önce
116,AKFYE,Jolly Jumper,su grafige bakip ilk dususte panige kapiliyorsaniz. yatirimlarinizi kucuk tutarlarda yapin borsa i̇stanbul'da zira henuz gelistirmeniz gereken yerler ogrenmeniz gereken seyler var.,9 saat önce
117,AKFYE,Pelenx,"cuma gunu dususte ortaya cikanlari tari̇f edi̇yorum: haset, baskasinda olan bir nimeti cekememe, kendisine faydasi olmadigi halde kiskanclik sebebiyle karsisindakinin sahip oldugu nimetten mahrum kalmasini isteme; cekememe, bir tur kiskancliktir.",9 saat önce
118,AKFYE,Uğur Peksezer,🌺🌺🌺,9 saat önce
119,AKFYE,Jolly Jumper,"te 28,40",10 saat önce
120,AKSA,Oğuz Gündüz,caktirmadan 80 lere yolculukmu var arkadaslar.,7 saat önce
121,AKSA,ABDULMELİK BÖLÜK,herkese iyi geceler..,7 saat önce
122,AKSA,Erhan Sarkin,"neden bist cikarken patron alim yapip kaplar patlatti, simdi ise yavas yavas asagi gelmesine en ufak bir tepki yok....",7 saat önce
123,AKSA,kadir şahin,dolandicimiz is basinda,8 saat önce
124,AKSA,Beylül Çolak,ziyaaa,9 saat önce
125,ALARK,Clean Head,abilerim ablalarim merhaba..bilanco ne zaman aciklanacak bilen varmi aradim taradim bulamadim :(,3 saat önce
126,ALARK,Ismail Özdemir,"bullss yatirim birden alima gecti, bofa da satistan alima gecerse bulls yatiri taklit edip pozitife doner ytd",6 saat önce
127,ALARK,Baris uskun,selamlar herkese alark bilanco tarihi bilen varmi,6 saat önce
128,ALARK,EKREM AKGÜL,herkese iyi geceler..,7 saat önce
129,ALARK,Ismail Özdemir,a sktigim kagidi yine %2 dustu,8 saat önce
130,ALARK,Ömercik Ay,beyler bayanlar merdivenden kayanlar agustos-eylulu bulmaz hisse 262 tl ytd,20 saat önce
131,ALARK,cem cem,140 ve 154 sert direncleri var,20 saat önce
132,ALBRK,Yasin Demirhan,"albaraka, kendinize yapacaginiz en iyi yatirim,en yakin albaraka turk subesine gidip yoneticilerden hesap sormak olmali,kendinizden bu iyiligi esirgeyen in allah belasini verir veriyorda zaten.alin terinizin,coluk cocugunuzun rizkini peskes cekmeyin.",6 saat önce
133,ALBRK,Yasin Demirhan,"albaraka,17 senedir fk, pd/dd ucuzmus diye,yabanci aliyormus diye,citi bankof,oyak,emeklilik yatirim fonlari aliyormus diye millete mal kitlediler,hisselerini park ettiler,gercek olan albaraka kendi hissesini almiyor,bu hissede operasyon bimezzz.dikkatli olun. gene geldiler .vercekler.ytd.",6 saat önce
134,ALBRK,Yasin Demirhan,"albaraka,18 yildir herkez aliyor, sonuc ayni.i̇nanmayin cikacak diyenlere, sadece operasyon olur mali kitlerler par ederler,albaraka kendi hissesini almadigi surece bedel odetirler bu kifayetsiz sirkette.",6 saat önce
135,ALBRK,Yasin Demirhan,"albaraka,18 sene one ilk halk arz fiyatina gore,altin'a gore 380bin₺, dolar'a gore 130bin₺ olmasi gerek, boyle bir deyer kaybi nasil on gorulebilinir.ne dini ne vicdani nede insan'i olabilinir, bedellileri saymadim,ucuz diye gelenden bir parca aliyor,18 yildir bedellileri ile kendi halka arzini bile gecememis tek faizsiz vicdansiz kifayetsiz bist 100 sirketi",8 saat önce
136,ALFAS,Davut Danel,ne enerjisi bosverin cikin borsadan hikaye bunlar burada bi suru sahtekar var kolay yoldan para kazanmak ve calmak istiyorlar sizden yoksa sirkette hisse aliyormusum yok haram degilmis baya bildigin kumarhane burasi,1 saat önce
137,ALFAS,Muhammet GÜNEŞ,800 lotum var maliyet 121 tl.. en az 3 sene beklerim. uzun vadede sikinti yok. 143 tlden 121 tl ye maliyeti dusurdum. beklemeye devam,1 saat önce
138,ALFAS,Arda Adıgüzel,rezilll hise dolandirici,1 saat önce
139,ALFAS,Eksi2derece,daha nereye kadar dusecek bir bilsem yuklu alacagim da degisik bir hisse ne pok yiyeyecegi belli degil,1 saat önce
140,ALFAS,Serkan Arslan,77 ye tekrar mi donecek bu kansizlar,1 saat önce
141,ALFAS,Uğur ,allah belasini versin,1 saat önce
142,ALFAS,Gürkan Eren,hergun kirmizi .batti sirket heralde haberimiz yok,1 saat önce
143,ALFAS,ali dalcintuten,ulan 6 aydir kirmizidan kurtulamadim nasil boktan bir hisseye bulasmisiz,1 saat önce
144,ALFAS,Kahin efendi Kahin efendi,bakiniz enerjideki baskiyi bilerek yapiyolar ve bunada patronlar goz yumuyo deme sebebimizden birine ornk cw enerji obosu var 285 bolgesi isaret ediyodu 323 de orayada yazmistim neyse obo bitti 280 bandinda eger patronlarin tamami adam olsa bu is kapini seans icinde atar ve benim sirketimle oynamayin der ama nerde doyumsuz ve ac gozlu patron ve baski bisttin tamaminda var dostlarim o yuzden sizlere yukari gidince verin diye 3 gundur anlatiyorum baska hisselerden mios anladiniz siz ne dmek istedimi…,1 saat önce
145,ALFAS,Ahmet Korkmaz,maliyet 133 allah cezasini versin insallah,1 saat önce
146,ALFAS,Mustafa Bavaş,orman cocugu hisse bildigi tek reng kirmizi,1 saat önce
147,ALFAS,KEL OĞLAN HAMDİ,kac kapatti bu rezil,1 saat önce
148,ALFAS,ercan kekeç,senin allah belani versin battin da haberimiz mi yok pc,1 saat önce
149,ALFAS,Kahin efendi Kahin efendi,neyse hayirli aksamlar bereketli iftarlariniz olsun dostlar..,1 saat önce
150,ALFAS,Mehmet Sarıkaya,rezil ya.,1 saat önce
151,ALFAS,Adem Beyaz,93 de gordu rahatladinmi patron....,1 saat önce
152,ALFAS,Yılmaz Bahadır,allah rahmet eylesin aga oldu.,1 saat önce
153,ALFAS,Burak Girişgün,benim icin borsa bu hafta da bitmistir cikarsa bile cumaya anca 100 dayanir sovmucem iyi geciyor borsa turk halkina her hisse,1 saat önce
154,ALFAS,Kenan Tekneci,ben burdayim detek vermek i̇cin yazdim,1 saat önce
155,ALFAS,Arda Adıgüzel,batmazsan emina koyayim,1 saat önce
156,ALFAS,Emre HAN,bence artik isin sonuna yaklastik bir cok destek noktasi ve trendin kesistigi noktaya geldik. 93 veya 90 dan doner en kotu 87 altini beklemiyorum. ytd.,1 saat önce
157,ALFAS,Tony Montana,"tam rezil borsamiz var,kim kime geciriyorsa, 40000 dolar zarar ile alfasi sattim 3 ay evel, ve geri kalan para ile kripto ya girdim. hem zararimi cikartim hem 3 kat doviz bazinda parami arttirdim... halen ayni alfas halen ayni fiyat ve halen zarar var millete yetmedigi gibi doviz ucuyor ve ayriyetten millete zarar tl bazinda. yazik ettiniz borsayi... hepinizi allah kolaylik versin insallah en kisa zamaninda istedignize kavusursunuz",1 saat önce
158,ALFAS,murat Demir,"burayi bir kirarsa. 89 dan ancak tepki alir tekrar yukselen tren ant bandina degdirip hedefi 46-58 araligi ordan yataya baglar. bugun dusurmezler belki, dusururse daha alici bulamaz..yarin ele vermesi lazjm. bakalim bir 100 e tepki atsa 1 dakka durmam",1 saat önce
159,ALFAS,tayyar gün,yarin carsambaysa daha kotu gunler geride kalmadi mi :(,1 saat önce
160,ALFAS,murat Demir,"evet gecmis olsun 94.10 u da kirdi asagi bir igne atti. artik kriptoya gecme vakti geldi. alt coin rallisi baslamadan. kriptoyu sevmiyordum, sans diyordum, kumar gibi goruyodum ama. bistin yanina hic bir kumar oyunu yaklasamaz. heleki bunun gibi hisselerin yanina. o yuzden dur bakalim kapanisa.2 gunde -8 sozde bist hissesi birde bist cikarken.",1 saat önce
161,ALFAS,Kahin efendi Kahin efendi,endeks 9027 ustu atamadigi her surec bizi ikili dibe itekler bilginiz olsun suanki kapanis boyle olursa endekste yaksalik 8700 ve8750 ytd,1 saat önce
162,ALFAS,Emre HAN,gelisme var en azindan endeks 1 duserken hisse 2 dusuyor onceki gibi 1e 5 degil :d,1 saat önce
163,ALFAS,Burak Girişgün,kapanis yakin hisselerde yuklu alimlar gelecektir yesil olur demiyorum toplucaklar sabah +2 +3satis verecekler bu surec boyle islicek sabah yesil sag aksam -2 -3 topla kistik,1 saat önce
164,ALFAS,Mustafa Bavaş,yarin ki -4 e hazirlim kendimi,1 saat önce
165,ALFAS,Déniz KARA,masallah tepe taklak,1 saat önce
166,ALFAS,Déniz KARA,"ver mehteri abd tufe bile bile coskuyu veriyor. vatan millet sakarya, kanim kirmizi akar ya, bu kadar, ancak laff",1 saat önce
167,ALFAS,GÖK TÜRK,papua yenigine kabile reisinin kicindaki yapragi dusmus bist ondan dusuyo. bizim hissede patronun haysiyet yoksunlugu ve tahtanin basindaki umumhane bebeleri nin ..................... lugu yuzunden dusuyo,1 saat önce
168,ALFAS,Kadir Buran,defalarca soyledim grafik flama mum car cop hikaye hisseleri yonetiyolar burda grafik deyip insanlari yanlis yonlendiren cok bilmis tipler var herkezin akli var kimseyi dinlemeyin evet bu hissede digerleri gibi ciktigi yeri yine gorecek ama nezaman bu ongorulemez,1 saat önce
169,ALFAS,Huseyin Demir,maliyet 110 arkadaslar zarar 80 k sizce maliyete ne zaman gelir cokmu yuksekten almisim,2 saat önce
170,ALFAS,Ferdi İlgi,hepsi dusuyor ya ne oluyor turkiye de,2 saat önce
171,ALFAS,Güven Gülşen Çakır,daha once baska hisselerde terste kalipta bu kadar bekleyen oldumu 3 yildir ilk defa yasiyorum bu durumu tecrube edinen var mi,2 saat önce
172,ALFAS,Kahin efendi Kahin efendi,yeocu dostlar dikkat bu 217 kirilmasin 203 ilk hedef olur…,2 saat önce
173,ALFAS,Ahmet Gülsün,icimdeki hisse gore haftaya enerji ralisi var diye ic geciyom,2 saat önce
174,ALFAS,murat Demir,3 kez denedi 94.10 u kiramadi. ama bu ortak tahtaci ve patron anlasilan tekrar denicek. bunlar ustten mal satmadiysa birsey bilmiyorum.,2 saat önce
175,ALFAS,yigit Ozmaden,i̇nsanlari yatirimdan uzaklastiriyorlar boyle yaparak,2 saat önce
176,ALFAS,Kahin efendi Kahin efendi,dostlar sakin su mubarek ramazanda bozmayin agzinizi kapatin ekraninizi sakin olun..,2 saat önce
177,ALFAS,yigit Ozmaden,bu endeks dun 9350 olmustu simdi ne varsa durduk yere dusuyor,2 saat önce
178,ALFAS,matic sand,sade patron degil ortak cok paylasiliyorlardir doymazlar,2 saat önce
179,ALFAS,ercan kekeç,ramazan ayinida zehir ederler artik 🧐,2 saat önce
180,ALFAS,Abdullah ,ocagina incir agaci dikilsin patron artik paranin cop olmasini gectim. gunyuzu gorme ins,2 saat önce
181,ALFAS,Huseyin Demir,tecrubeli arkadaslar hisseyi iyi taniyan birkac aya cikarmi 110 a,2 saat önce
182,ALFAS,Orhan Özdemir,allahsiz kitapsizlar maliyet 160,2 saat önce
183,ALFAS,Cihan Asker,secimden sonra bosa yormayin kendinizi,2 saat önce
184,ALFAS,MURAT ÜNLÜ,bolunen hisseye bir daha yaklasanin... cehennemin dibine bolun adi hisse,2 saat önce
185,ALFAS,Costa TR,bende maliyet dusurmek icin bekliyorum. 6 aydir maliyet dusurmemistim tek kurus kaptirmadan cikmayi dusunuyorum maliyet dusurup,2 saat önce
186,ALFAS,yigit Ozmaden,bu endekse gore senin hakkin 123 tl,2 saat önce
187,ALFAS,fatih yıldırım,daha bunun yarini var. bugun yarim kalirsa soyma isi yarin tamamlar,2 saat önce
188,ALFAS,Mehmet Bulut,alfa ayilesi slm olsun 89 kadar gelecek ordan ortalama dusurun ilk firsatta bn cikacam 8 ay oldu,2 saat önce
189,ALFAS,yigit Ozmaden,cok dustu artik yukari cikman gerek astora uymayi birak artik,2 saat önce
190,ALFAS,Sezer Sarıtaş,nerelere geldik dustuk boyle,2 saat önce
191,ALFAS,Adem Beyaz,hergun 20 bin aliyor cebimden patron bunun hesabini verecen cicim,2 saat önce
192,ALFAS,Gürkan Eren,hergun kizmizi hergun dusus seni hisse diye piyasaya surenin......,2 saat önce
193,ALFAS,Nakovt Team,"boyle hisseleri kâri gorunce kacmak lazim,spek ele verdi malesef.",2 saat önce
194,ALFAS,Gürkan Eren,hergun 1 lira dusuyorlar soysuzlar caktirmadan soygun yapiyorlar,2 saat önce
195,ALFAS,Kahin efendi Kahin efendi,gunluk dipler tamam haftalik desen tamam rsi soguktan donuyo goruntu guzel tek sebeb tahtaci olamaz ya bas bisey var neyi bekliyosun alfas vur artik herseyin hazir yeter artik…,2 saat önce
196,ALFAS,GÖK TÜRK,tahtaci si umumhane bebesi de patronda haysiyet yoksunu cikti,2 saat önce
197,ALFAS,tayyar gün,aman yarabbi mahser gunu mudur oruc oruc allah sizin belanizi versin,2 saat önce
198,ALFAS,SERKAN YILMAZ,alma sokar bu hissenin adi,2 saat önce
199,ALFAS,Yılmaz Bahadır,bence 94200 altina gelmez,2 saat önce
200,ALFAS,Kahin efendi Kahin efendi,endeks 9020 tutmassa ikili dip gibi dusunebilirsiniz 8700 8600 gibi ytd,2 saat önce
201,ALFAS,murat Demir,94.10 dan dondu. dondu ama altina gecer kapatirsa. asil soygunu o zaman. ciktigindan beri olan yukselen trend bitiyor. kendiniz iyice arastirin bakin. al sat tut tavsiyesi degildir . bu khp ler yeni aksu,2 saat önce
202,ALFAS,ercan kekeç,ulke borsasi son durum dolandiricilik baska birsey degil 😡,3 saat önce
203,ALFAS,Yılmaz Bahadır,borsa 9000 ken bu kadar yukselmesi ki dussun bu ne arkadas boyle yav. allah topunuzu kahru perisan etsin insallah,3 saat önce
