,Stock,User,Comment,Comment Time
3949,TUKAS,Testere Testere,normal hayatta kahvede oturtup cay soylemeyecegimz adamlari adam yerine koyduk abi dedik kardes dedik bibok biliyorlar sandik hic bibok bildigin de yok lan serefiniz varsa yazmazsiniz,2 saat önce
3950,TUKAS,Testere Testere,o kadar insanin gunahina girdiniz allah belanizi versin lan sizin,2 saat önce
3951,TUKAS,Engin Şahin,satmadik elimizde patladi.,2 saat önce
3952,TUKAS,Testere Testere,aylardir yaziyorsunuz burada hangi birinizin dedigi cikiyor siz sadece fal bakiyorsunuz ondan sonra da ya tutarsa tutarsa ben demistim iste her seye bir yalaniniz var yani sizin yazmayacagim lan bundan sonra da yazdigimin altina da bir sey yazmayin yazan olursa o cocugudur,2 saat önce
3953,TUKAS,Testere Testere,mert uguz en dogrusunu soylemisti burda vakit kaybetmeyin dediginde avukati bosverin o zaten o cocugu safada osuruktan teyyare,3 saat önce
3954,TUKAS,agah ayaz,bu tokatci hisseyi 14 tl den 6.5 tl ye kadar cekti bistin saglam tokatcilarindan eveliyati da sabikali,3 saat önce
3955,TUKAS,agah ayaz,serefine onuruna haysiyetine sokayim,3 saat önce
3956,TUKAS,Efe İyidoğan,tum hisseler yerlerde sakin olalim. secim haftasina girildi tabiki firsata cevireceklerdi borsa dusmeyi sever,3 saat önce
3957,TUKAS,Ismail Demir,3 gunde yuzde 15 caktilar.ust uste iki gun devre kestirmekte alcakliktir.bu kadar gozu donmusluk olamaz.,3 saat önce
3958,TUKAS,Testere Testere,ne guzel tikiyor cem bey beline kuvvet yigidim:),3 saat önce
3959,TUKAS,Murat ŞENBAŞ,cem okullu ve tahtaci̇si̇ i̇nsallah 1 li̇raya muhtac olursunuz,4 saat önce
3960,TUKAS,MERCAN DEDE,beni̇m ni̇ye cem okullu ve tahtaciya kufur etti̇gi̇mi̇ anladiniz mi si̇mdi̇ bist zi̇rvelere cikti gida endeksi̇ rekor kirdi bi̇r cok hi̇sse zi̇rvesi̇ni̇ tazeledi̇ gecti̇ bu tukas ne yapti yeri̇nde saydi olumlu tepki̇ vermedi̇ tam grafi̇k tekni̇k olusuyor onuda tekrar bozuyorlar persembe ve cuma gunu yazdim kucuk yatirimci aliyor di̇ye onlari surundurmeden cikmaz yatayda dususte surunur durur di̇ye trend tekni̇k kalmadi hi̇ssede ramazan di̇ye de cem okulluya ve tahtaciya kufur etmi̇yorum ramazan sonrasi ederi̇m bol bol,4 saat önce
3961,TUKAS,Gorkem Kocturk,resmen milleti soyuyorlar gostere gostere,4 saat önce
3962,TUKAS,yakışıklı serdar,avukat suan koymus icecegini yakmis sigarasini bizi izliyor aslanim benim,4 saat önce
3963,TUKAS,Umut Kaplan,umarim batarsinda bu koymaya calistigin paralarda kefen paran olur insallah bu mubarek gunde nasil lanet bi sirketmissin be,4 saat önce
3964,TUKAS,Semih Uygunlar,tukas-tat gida -bizim-yylgd hepsi ayni mal..,4 saat önce
3965,TUKAS,m_m_p_s,buraya niye hucum edildi acaba,4 saat önce
3966,TUKAS,Testere Testere,destek direnc fincan kulp canak comlek varmi yoksa sarampolemi,5 saat önce
3967,TUKAS,Sercan Aygün,cop tenekesi gibi hisse masallah,5 saat önce
3968,TUKAS,eren aksoy,boyle hissenin.. kac ay oldu yaa 9.27 den giris yaptik ramazan da cikar dedik dusuyor. tokatci bunlar,5 saat önce
3969,TUKAS,agah ayaz,serefine sokayim,5 saat önce
3970,TUKAS,Erkan Akdoğan,ramazan ayinda gida firmasi gôya sizin ben var ya ta... m,5 saat önce
3971,TUKAS,müslüm orhan,sonra diyorlar ki millet neden borsadan cikiyor awww paranin bir kismini baska yere attim 2.5 kati oldu buraya bak yaaa!!!!,6 saat önce
3972,TUKAS,Safa Gnr,ayip ediyosun testere. tuncay bey canak tobo anlatirken kendisini onaylarken ve bilgisine saygi duyarken ne diye simdi ruh halini bu sekle ceviriyosun ? sana ben hedef mi verdim yoksa tuncay bey sahittir ki kendi hedefimden mi bahsettim ? sizlere sadece alici satici bilgisi akd paylasimi disinda yol gostermeyen birine asagida yazdigin yorumu kiniyorum. artik dikkate alacagim birisi de degilsin.,6 saat önce
3973,TUKAS,Dolara Bak,🚨🚨 tatgida'da buyuk soygun var 🚨🚨,6 saat önce
3974,TUKAS,grcn ctn,57000 lot daha aldim umarim pisman olmam,7 saat önce
3975,TUKAS,ihsanzen ozen,8.50 diyen var.. 8.20 bomba olur bugun yarin yada cuma ya kadar..ekleme yeri 6.5 dan beri kademeli alislara devam umurumda degil...,7 saat önce
3976,TUKAS,Orkun Tezkaç,patron kim? daha ne bekliyorsunuz,7 saat önce
3977,TUKAS,Abdul Halik Polat,secim bahane pozisyon sahane aman sakin dusmeye bahane sunmayin tukas bu abi dibin dibini gorur.,7 saat önce
3978,TUKAS,sadik şengil,8 ayda gittigini 2 gunde sildi lan bukadar yavsak hisse gormedim.almayin sakin sakin dustu diye girdaptan baska bisey degil alacaklara duyurulur sakinn sakin,7 saat önce
3979,TUKAS,Safa Gnr,kaan bi istisare yapalim mi ? 9.70 de vermekle ne kadar mantikli is yapmisim. dususte 8.98 den tekrar aldim 8.30 da saglam bi destek var arkadaslar icin oralara inmesini tabiki istemem ama inerse eklerim baya,8 saat önce
3980,TUKAS,Süleyman Uçkun,8.50 den emir girdim nasip beklemeye devam,9 saat önce
3981,TUKAS,Yusuf Yıldız,nasil bi nalet borsa degil sanki bataklik buralar bu nasil bi sektor milleti tokatlamak bu itlerin derdi kimsenin sesi cikmiyor,9 saat önce
3982,TUKAS,Testere Testere,arkadaslar kendi dogru gordugunuzu yapin kimse inanmayin grafik mis yok fincan kulp canak comlek hepsi hikaye allaha emanet olun hayirli ramazanlar,9 saat önce
3983,TUKAS,Hakan Ferit,arkadaslar dibini goren var mi ? 8.65 mi,9 saat önce
3984,TUKAS,Dolara Bak,"siz yine iyisiniz, tatgidaya bakin neler oluyor",9 saat önce
3985,TUKAS,ALİ BABA,hic yukselmeyen hisse yapmis adamlar,10 saat önce
3986,TUKAS,Hakan Ferit,ne oluyor bu kagida bilen var mi? bu kadar neden dustu?,10 saat önce
3987,TUKAS,Ramazan Piştofoğlu,secim sonrasi mali tablolari saglam kalacak birkac sirketten biri. toplamaya devam,10 saat önce
3988,TUKAS,Safa Gnr,bu hissenin tekrar yol almasi icin xgida nin 11.350 seviyesi ustune atmasi gerekir,10 saat önce
3989,TUKAS,Muhammet Ali Beyhan,secimden once elden cikarin demistim saglam satis firsati vermisti secimden sonra borsa %5-7 duzeltme yerse tukas 5 liralara gelir ytd,10 saat önce
3990,TUKAS,Safa Gnr,4 saatlik te hedef maalesef 8.65,10 saat önce
3991,TUKAS,Rahmetli Başkan Kennedy,pamuk ali acitmaz agrisiz sancisiz zar dikilir lavman yapilir,11 saat önce
3992,TUKAS,Oğuz Kaan Gül,yine mantara baglamisiz gunaydin bol kazanclar beyler,11 saat önce
3993,TUKAS,Mert Uğuz,cmbtn miatk mrshl bascm bryat alcar secim begenin alin cumaya kadar zirve tazeler hepsi burda yormayin kendinizi . tukas 9.70 dedik 2 gun gecikmeli gordu kaan suzmesi iyi bilir testere seviliyorsun iyi sahurlar herkese,19 saat önce
3994,TUKAS,oguz zeynel,senin gibi kagidin taaa,21 saat önce
3995,TUKAS,Mehmet Turan,"8,65 de gap var onu alacak",22 saat önce
3996,TUPRS,Subc0mandante Marcos,onlar tok dogup ac olmekten korkar. biz zati aciz korkunuz niye ? hele bi ugrasak belki tok oluruz. ihsan yuce den size bi nasihat (:,1 saat önce
3997,TUPRS,HardalSosu 32,borsa sabirsiz insanlardan sabirli insanlara para transferi yapan bir mekanizmadir,1 saat önce
3998,TUPRS,Ahmet Akbaş,pisagor herkesin gorusune saygi gostermek lazim. simdi ben sana 100 tane cevap yazarim hos olmaz. birbirimizi bosuna kirmis oluruz.,1 saat önce
3999,TUPRS,pisagor ,adalet bakani eylem tok ve kacan oglu nu bul getir ulkeye senin icin bu .isin murat kurum secilsinde istanbulun kalan degerlerinide peskes cekelim degil.,1 saat önce
4000,TUPRS,pisagor ,demiroren diye birisi var devlet bankasindan aldigi kredi ile iktidara hizmet eden kanal satin aldi malim herkes biliyor bu kanallari.her secim oncesi ucak petrol silah propogandasi adam acim diyor peynir 300 tl olmus diyor ucak yaptik ama diyor,1 saat önce
4001,TUPRS,pisagor ,bu murat kurum imar affini imzalayan bakan degilmi . allah korusun bir deprem olursa i̇stanbul'da kac yuz bin kisinin vebalini nasil alicak.22 senedir iktidar ve i̇stanbul u saatli bom ba haline getirdiler herkes deprem korkusuyla yasiyor vakit cok az ama hala bunlarin tek derdi rant.takmislar kanal i̇stanbul'a yahu istanbulda adim atacak yer yok madem paran var once kentsel donusumu yap,1 saat önce
4002,TUPRS,Murat Kamaci,borsada tek bir kisi var erbay atasoy. teleg sayfasinda bunun disinda kimseden para kazanamadim tavan serisi konusunda artik uzmanlasmis 229191,1 saat önce
4003,TUPRS,pisagor ,bayadir ampulgillere laf etmiyoruz kendilerini rahat hissetmesinler. tum bakanlari murat kurum secilsin diye seferber etmisler isleri gucleri birakmislar ulkenin adaleti sagligi ekonomisi hersehi ucurumun kenarinda bunlarin tek derdi i̇stanbul u alip kalan kiymetli yerleri peskes cekmek. ekrem baskani sevmeyen bile bunlardan nefret ettigi icin gerekeni yapacak inaniyorum,1 saat önce
4004,TUPRS,Mert Güler,"- ticarete basladigimda kripto piyasasi ve nasil calistigi hakkinda hicbir sey bilmiyordum, finans piyasasinda henuz bir yilim bile yok ama deneyimlerime ve basarilarima dayanarak geldigim cogu yatirimcidan daha basariliyim bakin bu iste ne olursa olsun hicbir firsati kucumsemeyin. amirimle yaptigim ilk cekim bana 5000 euro verdi, ikinci olarak 10000 euro cektim yavas yavas su anda islem yaptigim sirkette yuksek karlar elde etmeye basladim. kendi mesajinizi watttapp uzerinden iletin +160 8 86 34 6 93 - sir, levi tred'in uygun hizmetleriyle tutarli bir sekilde kazanacaksiniz....... ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp",1 saat önce
4005,TUPRS,Mustafa Göle,ayip etti valla. biraz daha duseydin ya..,1 saat önce
4006,TUPRS,Mert Güler,"- ticarete basladigimda kripto piyasasi ve nasil calistigi hakkinda hicbir sey bilmiyordum, finans piyasasinda henuz bir yilim bile yok ama deneyimlerime ve basarilarima dayanarak geldigim cogu yatirimcidan daha basariliyim bakin bu iste ne olursa olsun hicbir firsati kucumsemeyin. amirimle yaptigim ilk cekim bana 5000 euro verdi, ikinci olarak 10000 euro cektim yavas yavas su anda islem yaptigim sirkette yuksek karlar elde etmeye basladim. kendi mesajinizi watttapp uzerinden iletin +160 8 86 34 6 93 - sir, levi tred'in uygun hizmetleriyle tutarli bir sekilde kazanacaksiniz.......... uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu",1 saat önce
4007,TUPRS,Ömür Yıldızoğlu,"bu yatirim firsatini asla iflas etmis olarak gormeyin cunku ben de dahil olmak uzere bircok turk yatirimci son zamanlarda instagram’da christopher~kingfx platformunda ticaret yaparak iyi para kazaniyor, kendisi cok taninan bir kripto danismani.",2 saat önce
4008,TUPRS,Coşkun Yıldız,su gunlerde yesil kapa da defansif bir kagit oldugun ortaya ciksin,2 saat önce
4009,TUPRS,yavuzselim ekici,"muhittin ,gelirsen bi seslen ,ben sonra bakarim",2 saat önce
4010,TUPRS,smyrna LILY,onur adimi zikretme bende senin neden nick degisirler vs ortaligi karistiriyosuun bak coten adam kendi yorumlarina ka yillik uyeligim var senin gibi baska hesaplar acmaya vaktimde niyetimde yok carsin pzar olsun gozumde gram degerin yok net son sozum,2 saat önce
4011,TUPRS,Fairy Tale,3 haftaya temettu var. bu fiyatlarda kalmaz elbet,2 saat önce
4012,TUPRS,yavuzselim ekici,herkese iyi aksamlar,2 saat önce
4013,TUPRS,crazyvillage village,"165 uzeri kapatti, bu iyi. yarin ola hayrola",2 saat önce
4014,TUPRS,KARA BASAN,165.700,2 saat önce
4015,TUPRS,Muzaffer Yilmaz,alpay durum ne noluyi bu srkt hrbi copmus,2 saat önce
4016,TUPRS,smyrna LILY,suan tek saydirilmayacak kagit tup bende tabandan 45678 e kadar hersey var sanirsin endex eksi 3 yemis cok zor bir doneme girdik bu belli oldu,2 saat önce
4017,TUPRS,CUNEYT SEZGİN ÇEVİK,hep vatandas hep vatandas girende cikanda hicbir siyasiye birsey olsugu yok yaziklar olsun,2 saat önce
4018,TUPRS,Muzaffer Yilmaz,okadar adi srktki attigi kapa bak ziraat hisse fiyatini 180 den 220 cikarmis guya koskoca sirkt bunla ovunuyo cpsz adikrktrsz,2 saat önce
4019,TUPRS,CUNEYT SEZGİN ÇEVİK,ulkede adalet olmazsa guven olmazsa millet rant pesine duserse koskoca cumhur baskani belediye secimine kdr duserse ulkenin hali bu kimse ekonomiyi eflasyonu duzeltelim yok,2 saat önce
4020,TUPRS,Tolga Yanangonul,borsanin en sevmedigi sey belirsizlik,2 saat önce
4021,TUPRS,Tolga Yanangonul,merkez bankasi faiz karari+yerel secimler sebebi belli,2 saat önce
4022,TUPRS,Furtina Esecek,bok yiyin zehir yiyin am kd kafir domuz soylari dinsizler imansizlar kitapsizlar allahsizlar mesepsizler o.c,2 saat önce
4023,TUPRS,Emrah GözGöz,biri isigi yaksin olmuyor boyle.,2 saat önce
4024,TUPRS,borsacı bir fadile,secim oncesi bunlar normal bence ytd,2 saat önce
4025,TUPRS,TurkiyeCumhuriyeti PayidarKalacaktır,bu dususe saglam kalan yine tupras sevmesenizde yine ayakta kalan tupras,2 saat önce
4026,TUPRS,Furtina Esecek,la bu olusune sctum memlekete fuzemi attilar acap haberi olan varmi allah hepinizin bin turlu belasini versin,2 saat önce
4027,TUPRS,Tolga Yanangonul,butun guzel hisseler cakilmis durumda bugun bir satis var genel olarak,2 saat önce
4028,TUPRS,Muzaffer Yilmaz,hisseyi ovn oclari nerde uarin arti bir yapsa buraya ucusacaklar biliyom bu srkte iyi diyenin dibine vurayim,2 saat önce
4029,TUPRS,Yasin Guler,abiler kahvelerini icmis gozlerimizden opmusler i̇yi optuler bize tebrik ederim gercekten,2 saat önce
4030,TUPRS,Mustafa Bolca,burasi turkiye borsasi,2 saat önce
4031,TUPRS,Oturan Boğa,her dusus benim icin alim firsatidir duserde cikarda sorun yok nasil olsa o 200 ler gelecek bekliyorum kisa vadeci degilim hissemin yanindayim..ytd..,2 saat önce
4032,TUPRS,Muzaffer Yilmaz,7cdddni dikkm mkkkcocpci,2 saat önce
4033,TUPRS,Onur GÜLER,"arkadaslar dislike atmaniza gerek yok ben dedim diye 163,80tl gerilemedi ytd",2 saat önce
4034,TUPRS,Küçük BORSACI,"donerse bizimdir , donmesse zaten bizim olmamistir",2 saat önce
4035,TUPRS,İskender Erten,9000 asagi kirilmasa bari..,2 saat önce
4036,TUPRS,Babanın oğlu Kemal,limak iyi vuruyormus,2 saat önce
4037,TUPRS,Babanın oğlu Kemal,nassiniz,2 saat önce
4038,TUPRS,Babanın oğlu Kemal,nassiniz,3 saat önce
4039,TUPRS,Sema Güder,"yer gok kirmizi, mahser midir ya rabb..",3 saat önce
4040,TUPRS,Ertan Lazoğlu,ben satmadan yukselmeyecek anlasilan aranizda para toplayip benim zarari karsilayin ben satayim sizde yolunuza bakin,3 saat önce
4041,TUPRS,Gökhan Karakoç,4 nisana kadar biktirma dikme posuzyonu ama yemezler yedirmezler 😄😄,3 saat önce
4042,TUPRS,Romantik Dertli,bistin yuz karasi kansiz tupras herkesten once donu siyirip domaliyorsun ne de hevesli misin,3 saat önce
4043,TUPRS,Özcan Öz,1 sene icinde yatirim yapanlar temettuyu kar olarak aldirmayacaklar anlasilan,3 saat önce
4044,TUPRS,Şenol Vatansever,2 gundur qnb ve hsbc icinden gecti hissenin,3 saat önce
4045,TUPRS,Omer Hamasi,1 haftadir hsbc satiyor allahin cezasi,3 saat önce
4046,TUPRS,Omer Hamasi,167 kapamazsa bugun buyuk buhran,3 saat önce
4047,TUPRS,Robotan BIST,bugun kufur etmek istiyorum.,3 saat önce
4048,TUPRS,Samsung Samsung,"bilmiyorum kizacak siniz,, diger hisselere baktim cokmus son 6 ay icinde,, yukselen hisse cok az,,,ilk borsa ya girdigim de astor, alfas modasi vardi hemen hemen fiyatlari ayniydi,,, alfas, astor selasi okunuyor paramin yarisina yakini gitmisti,,, tukas, kale seramik desen cop,,thy desen tupras la ayni gi̇bi̇ verdigi temettu yu katarsak,,,genede sukur edin diger kagit lari almadiginiza ana paranizi bile goremiyor cektiniz",3 saat önce
4049,TUPRS,Ertan Lazoğlu,destek kostek yok beyler bam bam vuruyorlar,3 saat önce
4050,TUPRS,Ercüment Sonaryan,yok yav bu borsadan bir cacik olacagi yok zamanimiza ve paramiza yazik.,3 saat önce
4051,TUPRS,Erkan Zanbak,i̇s c de bofayi araya almisla ver allah im ver yapiyorlar.l,3 saat önce
4052,TUPRS,KARA BASAN,"dnuyla inatlasan gtune scarmis. kimse hikaye anlatmasin hepimizin durumu bu. i̇nandik guvendik satmadik, inat ettik ve sonuc bu. ytd",3 saat önce
4053,TUPRS,Erkan Zanbak,dikkat saflari siklastirin ortalik karisacak tiyizi koruyun.,3 saat önce
4054,TUPRS,Ertan Lazoğlu,oruc kafayla panik yapin bu en dogrusu sovmekten orucun sevabida kalmadi,3 saat önce
4055,TUPRS,Muzaffer Yilmaz,tz zmnda allh blani versin kcun tprsn tz zmnda btarsin insllh,3 saat önce
4056,TUPRS,Emrah GözGöz,bari zardan dusseydik.,3 saat önce
4057,TUPRS,Furtina Esecek,olmus baban gabirine scim borsa ist olune scim tahtaci patron yaverleri o.c hirsizlar tefeciler soyguncular,3 saat önce
4058,TUPRS,Zekeriya Coskun,yahu 8 ay oldu bunu alali bir arpa boyu yol alamamis hisse daha hala kac lira temettu verecek ne zaman alayim nasil alayim sorusu soran var kendinize gelin 8 aydir hapis ettiler parami pul ettiler ona gore hareket edin ytd degildir yazayim basim agrimasin,4 saat önce
4059,TUPRS,pisagor ,onur guler kumda oyna duserken daha altta rakam cikarken ustte rakam soylemeyi tekno saniyorusun,4 saat önce
4060,TUPRS,Zey Gür,sana lanet olsun paramiz pul oldu! ben sodsn almaya gidiyorum senin gibi hissenin de sana guvenli liman diyeninde,4 saat önce
4061,TUPRS, ,"yahu dusede ne olacak yarin sizden para mi isteyecek, alin temmettunuzu harcayin gitsin.",4 saat önce
4062,TUPRS,Ertan Lazoğlu,kac lira taharet verecek simdi bu,4 saat önce
4063,TUPRS,borsacı bir fadile,"arkadaslar madem bu kadar kotu bir hisse neden buradasiniz, ben de baska bir hissede yanildim kotu yakalandim kol kestim yoluma devam ettim. burada isyan etmek birsey degistirmez",3 saat önce
4064,TUPRS,KİN ve NEFRET,bilancolardan gelen yuksek kârlar ustune temettu haberi fiyat yine dusuk,3 saat önce
4065,TUPRS,Razor Callahan,bu tam kaplumbagaymis la ama ninja kaplumbaga degil yavas olanlardan bankalar tavsan bu kaplumbaga mk,3 saat önce
4066,TUPRS,absolut elyx,ahahah sen once tl ve dolar enflasyonu nedir onu ogren kapak mapak islerini bosver,3 saat önce
4067,TUPRS,Ahmet Akbaş,"absolut elyx firildak oyle mi? baktin olmuyor hakarete basladin demek ki. 2006 yilindaki fiyati 1 tl, 2021 deki pandemi donemindeki fiyati fiyati 12 tl, 2006 yilindaki dolar fiyati 0,70 cent, 2021 yilindaki dolar fiyati 1,5 dolar. 2006 yilina gore tl bazinda 12 kat, dolar bazinda 2 kat artmis. yine tupras yendi. sana kapak olsun.",3 saat önce
4068,TUPRS,Razor Callahan,seni gorunce gozlerim dolar kulaklarim euro (yatayda mal toplanii) huyaaaa (sira kafaya atilir),3 saat önce
4069,TUPRS,mehmet aslan,yukselecek baska caresi yok.,3 saat önce
4070,TUPRS,pisagor ,citinin satis 10 m oldu 10 gunde takaslards su an da 275 m ye dusmus,3 saat önce
4071,TUPRS,KİN ve NEFRET,olum si̇ze ne dedi̇m ben,3 saat önce
4072,TUPRS,erol aydogdu,2 saattir ayni ne ileri ne geri ben bole bsey daha gormedim...,3 saat önce
4073,TUPRS,Dümbül ManchesterUnited,ne dolar ne borsa ne altin sadece hosgeldin faizi,3 saat önce
4074,TUPRS,Ahmet Akbaş,tupras'i satip fonet'e gidenler vardi. i̇ceride hapis kaldilar. simdi i̇steseler de cikamiyorlar. tahtaci tabandan satmalarina bile izin vermiyor. 5 gunde % 40 dusmus. ucan kacan pesinde kosmanin sonu boyle oluyor maalesef. allah kurtarsin.,3 saat önce
4075,TUPRS,Ferdi Punar,balkonda hissemin yanindayim:)),3 saat önce
4076,TUPRS,Halil Pehlivan,butun hisselerimi sattim buraya para baglanmaz,3 saat önce
4077,TUPRS,Furtina Esecek,hepinizin an av olunu dirini s.k borsa ist tahtaci patron yaverleri o.c,3 saat önce
4078,TUPRS,Ferdi Punar,i̇leri seviye yatirimcilarin bulustugu konferansa gittim tupras kimlik kartimi gosterdim iceri girdim piyasanin tozunu yutmus diger hisse yatirimcilari siyah smokin ile masalarda kanepe yiyor masada beklemeye basladim dikkatler uzerimde alsatci panikci karasizlar tarafindan fark edildim soguk ter atiliyorlar abi tuprasli burda napalim mekanda olay cikmasin simdi kursuye cagrilacak gunun anlam ve onemi hakkinda konusacak konusma mi bitirirken yasasin uzuncu kardesligi alkislar esliginde konferansi terk ettim namim yurudu gururladim :)),3 saat önce
4079,TUPRS,Dümbül ManchesterUnited,bankalar hosgeldin faizi veriyor,3 saat önce
4080,TUPRS,Alfonso Alfonso,bosunuza umit baglamayin 8 aydir surundurdu bizi dogruya dogru hic guzelleme yapmaya gerek yok yapanlarada inanmayin hele ki koca oglan dsyenlere ben zararda oldupum icin cikamayorum kimseye de tavsiye etmiyorum resmen tefeci bunlar,3 saat önce
4081,TUPRS,Oturan Boğa,hadi kocaoglan buralar senin yerin degil 200 lerde olmaliydik...ytd..,4 saat önce
4082,TUPRS,Yunus yıldız,tup patladi,4 saat önce
4083,TUPRS,james cook,copoglu copras.,4 saat önce
4084,TUPRS,Samsung Samsung,"stres babacim stres,,",4 saat önce
4085,TUPRS,Ferhat Işık,bu temettu ve bu bilancoyla boyle kivraniyorsa isler zor sanirim. 200 lirayi bulmasi nisan mayisi bile bulabilir. ytd.,4 saat önce
4086,TUPRS,TÜPRAŞ Time,"i̇ste hancilar ile yolcularin fikirlerinin ayristigi gunler, daha once de belirttigim herkes kendi yatirim mantiginin sonuclarina katlanacak, bu esnada biraz da sayfa temizligi yapmak icin firsat hakaret edeni, kufur edeni direk engelliyorum, grafik sacmaliklari ile fikirlerimi tekrar etmeye de gerek yok benim icin gercek ile bagdasmayan cizgiler den ibaret, emek verip fikir olarak paylasana saygim sonsuz, burada yolcularin tamamen yok olup gittigi ve gercek yatirimci hanci arkadaslar ile bas basa kalacagimiz gunleri iple cekiyorum, nacizane tavsiyem biraz arastirma yapin ozellikle copras ifadesini agzina sakiz yapmis kisiler",4 saat önce
4087,TUPRS,Caner KARADAĞ,7 veya 8 ay once 170tl d n bi temettu verdiler yatirimcilara takai buzamana kadar ayni yerine gelmedi bile bide borsanin en saglam hissesiymis milletin parasi pul oldu pul,4 saat önce
4088,TUPRS,Muzaffer Yilmaz,ktktrsz adi copras,5 saat önce
4089,TUPRS,mehmet aslan,yukselecek baska caresi yok,5 saat önce
4090,TUPRS,Onur GÜLER,butun gercekler uc asamadan gecer. birincisi alay edilir. i̇kincisi siddetle karsi cikilir ve ucuncusu apacik kabul edilir. @dikkatytd,5 saat önce
4091,TUPRS,KARA BASAN,dunku hareketlere benziyor kapanista kendine yakisani yapacaktir yine. ytd.,5 saat önce
4092,TUPRS,İskender Erten,banvit bile tavan yaa.,5 saat önce
4093,TUPRS,borsacı bir fadile,"arkadaslar madem bu kadar kotu bir hisse neden buradasiniz, ben de baska bir hissede yanildim kotu yakalandim kol kestim yoluma devam ettim. burada isyan etmek birsey degistirmez",6 saat önce
4094,TUPRS,KİN ve NEFRET,bilancolardan gelen yuksek kârlar ustune temettu haberi fiyat yine dusuk,6 saat önce
4095,TUPRS,Razor Callahan,bu tam kaplumbagaymis la ama ninja kaplumbaga degil yavas olanlardan bankalar tavsan bu kaplumbaga mk,6 saat önce
4096,TUPRS,absolut elyx,ahahah sen once tl ve dolar enflasyonu nedir onu ogren kapak mapak islerini bosver,6 saat önce
4097,TUPRS,Ahmet Akbaş,"absolut elyx firildak oyle mi? baktin olmuyor hakarete basladin demek ki. 2006 yilindaki fiyati 1 tl, 2021 deki pandemi donemindeki fiyati fiyati 12 tl, 2006 yilindaki dolar fiyati 0,70 cent, 2021 yilindaki dolar fiyati 1,5 dolar. 2006 yilina gore tl bazinda 12 kat, dolar bazinda 2 kat artmis. yine tupras yendi. sana kapak olsun.",6 saat önce
4098,TUPRS,Razor Callahan,seni gorunce gozlerim dolar kulaklarim euro (yatayda mal toplanii) huyaaaa (sira kafaya atilir),6 saat önce
4099,TUPRS,mehmet aslan,yukselecek baska caresi yok.,6 saat önce
4100,TUPRS,pisagor ,citinin satis 10 m oldu 10 gunde takaslards su an da 275 m ye dusmus,6 saat önce
4101,TUPRS,KİN ve NEFRET,olum si̇ze ne dedi̇m ben,6 saat önce
4102,TUPRS,erol aydogdu,2 saattir ayni ne ileri ne geri ben bole bsey daha gormedim...,6 saat önce
4103,TUPRS,Dümbül ManchesterUnited,ne dolar ne borsa ne altin sadece hosgeldin faizi,6 saat önce
4104,TUPRS,Ahmet Akbaş,tupras'i satip fonet'e gidenler vardi. i̇ceride hapis kaldilar. simdi i̇steseler de cikamiyorlar. tahtaci tabandan satmalarina bile izin vermiyor. 5 gunde % 40 dusmus. ucan kacan pesinde kosmanin sonu boyle oluyor maalesef. allah kurtarsin.,6 saat önce
4105,TUPRS,Ferdi Punar,balkonda hissemin yanindayim:)),6 saat önce
4106,TUPRS,Halil Pehlivan,butun hisselerimi sattim buraya para baglanmaz,6 saat önce
4107,TUPRS,Furtina Esecek,hepinizin an av olunu dirini s.k borsa ist tahtaci patron yaverleri o.c,6 saat önce
4108,TUPRS,Ferdi Punar,i̇leri seviye yatirimcilarin bulustugu konferansa gittim tupras kimlik kartimi gosterdim iceri girdim piyasanin tozunu yutmus diger hisse yatirimcilari siyah smokin ile masalarda kanepe yiyor masada beklemeye basladim dikkatler uzerimde alsatci panikci karasizlar tarafindan fark edildim soguk ter atiliyorlar abi tuprasli burda napalim mekanda olay cikmasin simdi kursuye cagrilacak gunun anlam ve onemi hakkinda konusacak konusma mi bitirirken yasasin uzuncu kardesligi alkislar esliginde konferansi terk ettim namim yurudu gururladim :)),6 saat önce
4109,TUPRS,Dümbül ManchesterUnited,bankalar hosgeldin faizi veriyor,6 saat önce
4110,TUPRS,Alfonso Alfonso,bosunuza umit baglamayin 8 aydir surundurdu bizi dogruya dogru hic guzelleme yapmaya gerek yok yapanlarada inanmayin hele ki koca oglan dsyenlere ben zararda oldupum icin cikamayorum kimseye de tavsiye etmiyorum resmen tefeci bunlar,6 saat önce
4111,TUPRS,Oturan Boğa,hadi kocaoglan buralar senin yerin degil 200 lerde olmaliydik...ytd..,6 saat önce
4112,TUPRS,Yunus yıldız,tup patladi,7 saat önce
4113,ULKER,Kararsız Kararlı,ceviri lazim. diyorlar ki vergi vermemek ve temettu vs ugrasmamak icin disariya borclanma yapacagim. aslinda sicak pqra girisi yapacak ... kotu degil bu... kredi kotam var guvenilirim borc alabiliyorum diyor... lakin niye dustu o zaman ... bu kotu bir haber degil....anlamak imkansiz,1 saat önce
4114,ULKER,Murat Kamaci,evet arkadaslar cok onemli teleg sayfasinda erbay atasoy. bizim hissemizde tavan serisi baslatabilir takibe alalim y 8666169,1 saat önce
